ConflictId,Year,ISO-3166-1,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,
1-138,1978,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,0,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2015,
1-219,1978,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,1,0,3,1974-08-31,4,1977-12-31,5,1,1978-12-31,5,530,,,,530,4,4.0-2015,
1-140,1978,NIC,Nicaragua,Government of Nicaragua,,FSLN,1619,,2,,2,1,3,1974-12-27,2,1977-10-10,1,0,,,93,,,,93,5,4.0-2015,
1-126,1978,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-135,1978,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,0,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1978,AGO,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2015,
1-134,1978,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,2,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-253,1978,MRT,Mauritania,Government of Mauritania,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-12-10,1,1975-12-19,2,1,1978-12-31,5,435,,,,435,4,4.0-2015,
1-97,1978,,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuchea),,Government of Thailand,800,,1,Common Border,1,0,2,1975-12-15,2,1977-12-31,5,1,1978-12-31,5,811,,800,,"800, 811",3,4.0-2015,
1-137,1978,AFG,Afghanistan,Government of Afghanistan,,PDPA,1133,,2,,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2015,
1-136,1978,MOZ,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1,0,3,1977-12-31,6,1977-12-31,6,0,,,541,,,,541,4,4.0-2015,
1-261,1978,ETH,Ethiopia,Government of Ethiopia,,SALF,1938,,1,"Arssi, Bale & Sidamo",1,0,3,1977-12-31,5,1977-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-252,1978,,"Tanzania, Uganda",Government of Tanzania,,Government of Uganda,500,,1,Kagera Salient,1,0,2,1978-11-11,2,1978-11-15,2,1,1978-11-16,1,510,,500,,"500, 510",4,4.0-2015,
1-6,1979,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,2,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1979,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1979,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-33,1979,YEM,Yemen (North Yemen),Government of Yemen (North Yemen),,NDF,1041,,2,,1,1,3,1948-03-15,4,1979-03-31,4,0,,,678,,,,678,2,4.0-2015,
1-37,1979,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1979,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1979,GTM,Guatemala,Government of Guatemala,,"EGP, FAR II, ORPA","1591, 1590, 1592",,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1979,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-43,1979,THA,Thailand,Government of Thailand,,CPT,1058,,2,,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,4.0-2015,
1-67,1979,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SURA,1094,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1979,ETH,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,1,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1979,ETH,Ethiopia,Government of Ethiopia,,"ELF, EPLF","1260, 1261",,1,Eritrea,2,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1979,IRQ,Iraq,Government of Iraq,,KDP,1102,,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-133,1979,ETH,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,1345,,1,Ogaden,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,4.0-2015,
1-92,1979,COL,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-102,1979,SYR,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,1966-02-23,1,1979-06-16,1,0,,,652,,,,652,2,4.0-2015,
1-122,1979,ZWE,Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),,PF,1342,,2,,2,1,3,1966-04-29,1,1973-04-04,1,1,1979-12-21,1,552,,,,552,4,4.0-2015,
1-91,1979,TCD,Chad,Government of Chad,,"FAN, FAP","1284, 1285",,2,,2,1,3,1966-07-31,4,1976-02-18,1,0,,,483,,,,483,4,4.0-2015,
1-101,1979,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,1,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1979,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),"Government of Laos, Government of Vietnam (North Vietnam)","KNUFNS, KPNLF, KR","1113, 1114, 1112",Government of Vietnam (North Vietnam),2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,"816, 812",,816,811,3,4.0-2015,
1-147,1979,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1978-10-22,1,0,,,230,,,,230,1,4.0-2015,
1-119,1979,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1979,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1979,UGA,Uganda,Government of Uganda,Government of Libya,"Fronasa, Kikosi Maalum, UNLF","1326, 1323, 1327",Government of Tanzania,2,,1,1,4,1971-01-25,1,1979-01-22,2,0,,,500,620,,510,500,4,4.0-2015,
1-124,1979,YEM,"South Yemen, Yemen (North Yemen)",Government of South Yemen,,Government of Yemen (North Yemen),678,,3,Common border,1,0,2,1972-02-21,1,1979-03-31,4,1,1979-03-30,1,680,,678,,"678, 680",2,4.0-2015,
1-120,1979,SLV,El Salvador,Government of El Salvador,,"ERP, FPL","1614, 1615",,2,,1,0,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-143,1979,IRN,Iran,Government of Iran,,MEK,1151,,2,,1,0,3,1972-08-13,1,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-265,1979,MMR,Myanmar (Burma),Government of Myanmar (Burma),,LNUP,1756,,1,Lahu,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-138,1979,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,2,1,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2015,
1-140,1979,NIC,Nicaragua,Government of Nicaragua,,FSLN,1619,,2,,2,1,3,1974-12-27,2,1977-10-10,1,1,1979-07-19,1,93,,,,93,5,4.0-2015,
1-126,1979,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-135,1979,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,2,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1979,AGO,Angola,Government of Angola,Government of Cuba,"FNLA, UNITA","1420, 1421",,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,,540,4,4.0-2015,
1-134,1979,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1979,AFG,Afghanistan,Government of Afghanistan,,Jam'iyyat-i Islami-yi Afghanistan,1134,,2,,2,1,3,1975-12-31,5,1978-04-27,1,0,,,700,,,,700,3,4.0-2015,
1-136,1979,MOZ,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1,0,3,1977-12-31,6,1977-12-31,6,0,,,541,,,,541,4,4.0-2015,
1-261,1979,ETH,Ethiopia,Government of Ethiopia,,SALF,1938,,1,"Arssi, Bale & Sidamo",1,0,3,1977-12-31,5,1977-12-31,5,0,,,530,,,,530,4,4.0-2015,
1-144,1979,IRN,Iran,Government of Iran,,APCO,1154,,1,Arabistan,1,0,3,1979-05-30,1,1979-05-31,1,0,,,630,,,,630,2,4.0-2015,
1-139,1979,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-145,1979,SAU,Saudi Arabia,Government of Saudi Arabia,,JSM,1155,,2,,1,0,3,1979-11-20,1,1979-11-20,1,1,1979-12-04,1,670,,,,670,2,4.0-2015,
1-256,1979,,"Afghanistan, Russia (Soviet Union)",Government of Afghanistan,,Government of Russia (Soviet Union),365,,2,,1,0,2,1979-12-27,1,1979-12-27,1,1,1979-12-28,1,700,,365,,"365, 700","1, 3",4.0-2015,
1-6,1980,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,2,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1980,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1980,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-33,1980,YEM,Yemen (North Yemen),Government of Yemen (North Yemen),,NDF,1041,,2,,1,1,3,1948-03-15,4,1979-03-31,4,0,,,678,,,,678,2,4.0-2015,
1-37,1980,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1980,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1980,GTM,Guatemala,Government of Guatemala,,"EGP, FAR II, ORPA","1591, 1590, 1592",,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1980,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-43,1980,THA,Thailand,Government of Thailand,,CPT,1058,,2,,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,4.0-2015,
1-67,1980,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SURA,1094,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1980,ETH,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1980,ETH,Ethiopia,Government of Ethiopia,,"ELF, EPLF","1260, 1261",,1,Eritrea,1,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1980,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-133,1980,ETH,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,1345,,1,Ogaden,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,4.0-2015,
1-71,1980,,"Ethiopia, Somalia",Government of Ethiopia,Government of Cuba,Government of Somalia,520,,1,Ogaden,1,1,2,1964-02-10,2,1980-05-31,3,1,1980-12-03,1,530,40,520,,"520, 530",4,4.0-2015,
1-92,1980,COL,Colombia,Government of Colombia,,FARC,1604,,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-102,1980,SYR,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,1966-02-23,1,1979-06-16,1,0,,,652,,,,652,2,4.0-2015,
1-91,1980,TCD,Chad,Government of Chad,Government of Libya,FAN,1284,,2,,2,1,4,1966-07-31,4,1976-02-18,1,0,,,483,620,,,483,4,4.0-2015,
1-101,1980,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1980,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR","1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-147,1980,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1978-10-22,1,0,,,230,,,,230,1,4.0-2015,
1-119,1980,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1980,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,1,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1980,UGA,Uganda,Government of Uganda,Government of Tanzania,FUNA,1328,,2,,1,1,4,1971-01-25,1,1979-01-22,2,0,,,500,510,,,500,4,4.0-2015,
1-120,1980,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1,0,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1980,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-143,1980,IRN,Iran,Government of Iran,,MEK,1151,,2,,1,0,3,1972-08-13,1,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-265,1980,MMR,Myanmar (Burma),Government of Myanmar (Burma),,LNUP,1756,,1,Lahu,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-138,1980,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1978-12-31,5,0,,,710,,816,,"710, 816",3,4.0-2015,
1-219,1980,ETH,Ethiopia,Government of Ethiopia,Government of Cuba,OLF,1404,,1,Oromiya,1,0,4,1974-08-31,4,1980-12-31,5,0,,,530,40,,,530,4,4.0-2015,
1-126,1980,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-135,1980,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,2,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1980,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1980,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1980,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1980,MOZ,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1,0,3,1977-12-31,6,1977-12-31,6,0,,,541,,,,541,4,4.0-2015,
1-261,1980,ETH,Ethiopia,Government of Ethiopia,Government of Cuba,SALF,1938,,1,"Arssi, Bale & Sidamo",1,0,4,1977-12-31,5,1977-12-31,5,1,1980-12-31,5,530,40,,,530,4,4.0-2015,
1-144,1980,IRN,Iran,Government of Iran,,APCO,1154,,1,Arabistan,1,0,3,1979-05-30,1,1979-05-31,1,1,1980-12-31,5,630,,,,630,2,4.0-2015,
1-139,1980,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-148,1980,TUN,Tunisia,Government of Tunisia,,Résistance Armée Tunisienne,1362,,2,,1,0,3,1980-01-27,1,1980-01-28,2,1,1980-01-28,1,616,,,,616,4,4.0-2015,
1-146,1980,LBR,Liberia,Government of Liberia,,Military faction (forces of Samuel Doe),1357,,2,,1,0,3,1980-04-12,1,1980-04-12,1,1,1980-04-14,1,450,,,,450,4,4.0-2015,
1-6,1981,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,1,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1981,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,1,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1981,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,1,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-33,1981,YEM,Yemen (North Yemen),Government of Yemen (North Yemen),,NDF,1041,,2,,1,1,3,1948-03-15,4,1979-03-31,4,0,,,678,,,,678,2,4.0-2015,
1-37,1981,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",,1,Palestine,1,1,3,1948-05-15,1,1949-12-31,5,0,,,666,,,,666,2,4.0-2015,
1-23,1981,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1981,GTM,Guatemala,Government of Guatemala,,"EGP, FAR I, FAR II, ORPA","1591, 1589, 1590, 1592",,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
1-34,1981,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KIO,1043,,1,Kachin,1,1,3,1949-12-31,6,1961-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-43,1981,THA,Thailand,Government of Thailand,,CPT,1058,,2,,1,1,3,1951-06-30,1,1974-10-31,4,0,,,800,,,,800,3,4.0-2015,
1-64,1981,MYS,Malaysia,Government of Malaysia,,CPM,1038,,2,,1,0,3,1957-12-31,5,1981-12-31,5,1,1981-12-31,5,820,,,,820,3,4.0-2015,
1-67,1981,MMR,Myanmar (Burma),Government of Myanmar (Burma),,SURA,1094,,1,Shan,1,1,3,1959-11-22,1,1976-08-31,4,0,,,775,,,,775,3,4.0-2015,
1-70,1981,ETH,Ethiopia,Government of Ethiopia,,TPLF,1255,,2,,2,1,3,1960-12-17,2,1976-06-02,2,0,,,530,,,,530,4,4.0-2015,
1-78,1981,ETH,Ethiopia,Government of Ethiopia,,EPLF,1261,,1,Eritrea,1,1,3,1961-09-30,3,1964-03-15,1,0,,,530,,,,530,4,4.0-2015,
1-74,1981,IRQ,Iraq,Government of Iraq,,"KDP, PUK","1102, 1103",,1,Kurdistan,1,1,3,1961-12-31,3,1973-07-31,3,0,,,645,,,,645,2,4.0-2015,
1-133,1981,ETH,Ethiopia,Government of Ethiopia,Government of Cuba,WSLF,1345,,1,Ogaden,1,1,4,1964-01-11,2,1976-10-31,3,0,,,530,40,,,530,4,4.0-2015,
1-92,1981,COL,Colombia,Government of Colombia,,"FARC, M-19","1604, 1606",,2,,1,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,4.0-2015,
1-94,1981,IDN,Indonesia,Government of Indonesia,,OPM,1108,,1,West Papua,2,1,3,1965-07-28,1,1981-12-31,5,1,1981-12-31,5,850,,,,850,3,4.0-2015,
1-102,1981,SYR,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1,0,3,1966-02-23,1,1979-06-16,1,0,,,652,,,,652,2,4.0-2015,
1-98,1981,GHA,Ghana,Government of Ghana,,Military faction (forces of Jerry John Rawlings),1304,,2,,1,0,3,1966-02-24,1,1981-12-31,1,1,1981-12-31,1,452,,,,452,4,4.0-2015,
1-91,1981,TCD,Chad,Government of Chad,Government of Libya,FAN,1284,,2,,1,1,4,1966-07-31,4,1976-02-18,1,0,,,483,620,,,483,4,4.0-2015,
1-101,1981,ZAF,South Africa,Government of South Africa,,SWAPO,1307,,1,Namibia,2,1,3,1966-08-26,1,1966-12-31,5,0,,,560,,,,560,4,4.0-2015,
1-103,1981,KHM,Cambodia (Kampuchea),Government of Cambodia (Kampuchea),Government of Vietnam (North Vietnam),"KPNLF, KR","1114, 1112",,2,,1,1,4,1967-04-30,3,1978-12-30,2,0,,,811,816,,,811,3,4.0-2015,
1-147,1981,ESP,Spain,Government of Spain,,ETA,1156,,1,Basque,1,0,3,1968-06-07,1,1978-10-22,1,0,,,230,,,,230,1,4.0-2015,
1-119,1981,GBR,United Kingdom,Government of United Kingdom,,PIRA,1124,,1,Northern Ireland,1,1,3,1970-08-11,1,1971-08-31,3,0,,,200,,,,200,1,4.0-2015,
1-112,1981,PHL,Philippines,Government of Philippines,,MNLF,1117,,1,Mindanao,2,1,3,1970-08-20,1,1970-08-20,1,0,,,840,,,,840,3,4.0-2015,
1-118,1981,UGA,Uganda,Government of Uganda,Government of Tanzania,"FUNA, NRA, UNRF","1328, 1329, 1330",,2,,2,1,4,1971-01-25,1,1979-01-22,2,0,,,500,510,,,500,4,4.0-2015,
1-120,1981,SLV,El Salvador,Government of El Salvador,,FMLN,1616,,2,,2,1,3,1972-03-25,1,1979-09-14,1,0,,,92,,,,92,5,4.0-2015,
1-128,1981,,"Iran, Iraq",Government of Iran,,Government of Iraq,645,,3,Various,2,1,2,1972-04-11,1,1980-09-23,1,0,,,630,,645,,"630, 645",2,4.0-2015,
1-143,1981,IRN,Iran,Government of Iran,,MEK,1151,,2,,2,1,3,1972-08-13,1,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-265,1981,MMR,Myanmar (Burma),Government of Myanmar (Burma),,LNUP,1756,,1,Lahu,1,0,3,1973-01-11,2,1973-02-28,4,0,,,775,,,,775,3,4.0-2015,
1-138,1981,,"China, Vietnam (North Vietnam)",Government of China,,Government of Vietnam (North Vietnam),816,,1,Various,1,1,2,1974-01-19,1,1978-12-31,5,1,1981-12-31,5,710,,816,,"710, 816",3,4.0-2015,
1-219,1981,ETH,Ethiopia,Government of Ethiopia,,OLF,1404,,1,Oromiya,2,1,3,1974-08-31,4,1980-12-31,5,1,1981-12-31,5,530,,,,530,4,4.0-2015,
1-126,1981,BGD,Bangladesh,Government of Bangladesh,,JSS/SB,1127,,1,Chittagong Hill Tracts,1,0,3,1975-02-28,4,1975-02-28,4,0,,,771,,,,771,3,4.0-2015,
1-135,1981,MAR,Morocco,Government of Morocco,,POLISARIO,1417,,1,Western Sahara,1,1,3,1975-09-01,1,1975-11-04,1,0,,,600,,,,600,4,4.0-2015,
1-131,1981,AGO,Angola,Government of Angola,Government of Cuba,UNITA,1421,Government of South Africa,2,,2,1,4,1975-11-11,1,1975-11-11,1,0,,,540,40,,560,540,4,4.0-2015,
1-134,1981,IDN,Indonesia,Government of Indonesia,,Fretilin,1132,,1,East Timor,1,1,3,1975-12-07,1,1975-12-07,1,0,,,850,,,,850,3,4.0-2015,
1-137,1981,AFG,Afghanistan,Government of Afghanistan,Government of Russia (Soviet Union),"Harakat-i Inqilab-i Islami-yi Afghanistan , Hizb-i Islami-yi Afghanistan, Hizb-i Islami-yi Afghanistan - Khalis faction, Ittihad-i Islami Bara-yi Azadi-yi Afghanistan , Jabha-yi Nijat-i Milli-yi Afghanistan , Jam'iyyat-i Islami-yi Afghanistan, Mahaz-i Milli-yi Islami-yi Afghanistan ","1135, 1141, 1136, 1139, 1137, 1134, 1138",,2,,2,1,4,1975-12-31,5,1978-04-27,1,0,,,700,365,,,700,3,4.0-2015,
1-136,1981,MOZ,Mozambique,Government of Mozambique,,Renamo,1347,,2,,2,1,3,1977-12-31,6,1977-12-31,6,0,,,541,,,,541,4,4.0-2015,
1-150,1981,ZAF,South Africa,Government of South Africa,,ANC,1364,,2,,1,0,3,1978-02-01,1,1981-08-07,1,0,,,560,,,,560,4,4.0-2015,
1-139,1981,IND,India,Government of India,,TNV,1148,,1,Tripura,1,0,3,1979-07-09,1,1979-12-31,5,0,,,750,,,,750,3,4.0-2015,
1-149,1981,GMB,Gambia,Government of Gambia,Government of Senegal,NRC,1363,,2,,1,0,4,1981-07-30,1,1981-07-30,1,1,1981-08-05,1,420,433,,,420,4,4.0-2015,
1-6,1982,IRN,Iran,Government of Iran,,KDPI,1005,,1,Kurdistan,2,1,3,1946-05-31,3,1979-12-31,5,0,,,630,,,,630,2,4.0-2015,
1-10,1982,PHL,Philippines,Government of Philippines,,CPP,1010,,2,,2,1,3,1946-07-31,4,1969-09-30,4,0,,,840,,,,840,3,4.0-2015,
1-24,1982,MMR,Myanmar (Burma),Government of Myanmar (Burma),,CPB,1023,,2,,2,1,3,1948-02-29,4,1948-02-29,4,0,,,775,,,,775,3,4.0-2015,
1-33,1982,YEM,Yemen (North Yemen),Government of Yemen (North Yemen),,NDF,1041,,2,,1,1,3,1948-03-15,4,1979-03-31,4,1,1982-05-31,5,678,,,,678,2,4.0-2015,
1-37,1982,ISR,Israel,Government of Israel,,"PLO, Rejectionist Front","1046, 1951",Government of Syria,1,Palestine,2,1,4,1948-05-15,1,1949-12-31,5,0,,,666,,,652,666,2,4.0-2015,
1-23,1982,MMR,Myanmar (Burma),Government of Myanmar (Burma),,KNU,1021,,1,Karen,1,1,3,1948-12-31,3,1949-01-15,1,0,,,775,,,,775,3,4.0-2015,
1-36,1982,GTM,Guatemala,Government of Guatemala,,URNG,1593,,2,,1,1,3,1949-07-18,1,1965-12-31,5,0,,,90,,,,90,5,4.0-2015,
